l_host_is_superhost,n_host_listings_count,n_host_verifications,l_host_has_profile_pic,l_host_identity_verified,f_property_type,n_accommodates,n_bedrooms,n_beds,n_min_nights,l_has_availability,n_sales_30,n_sales_60,n_sales_90,n_sales_365,n_number_of_reviews,n_review_scores_rating,l_instant_bookable,n_reviews_per_month,f_neighbourhood_cleansed,n_bathrooms,usd_price,flag_reviews_per_month,flag_review_scores_rating,n_days_since_1st,n_days_since_last,d_Cleaning_before_checkout,d_Extra_pillows_and_blankets,d_First_aid_kit,d_High_chair,d_Iron,d_Patio_or_balcony,d_Private_entrance,d_Room_darkening_shades,d_Single_level_home,d_Waterfront,d_Window_guards,d_wifi,d_HDTV,d_Dedicated__Workspace,d_Paid__Parking,d_Free__Parking,d_Refrigerator,d_Fitness,d_stove,d_shampoo,d_hot__water,d_Washer,d_air__condition,d_Smart__Lock,d_Dryer,d_Kitchen,d_Oven,d_Children,d_Microwave,d_garden,d_breakfast,d_Bed_linens,d_Bread_maker,d_Building_staff,d_Carbon_monoxide_alarm,d_Coffee_maker,d_Cooking_basics,d_Dishes_and_silverware,d_Elevator,d_Essentials,d_Fire_extinguisher,d_Hangers,d_Heating,d_Host_greets_you,d_Indoor_fireplace,d_Keypad,d_Long_term_stays_allowed,d_Luggage_dropoff_allowed,usd_price_ln,n_days_since_last_ln,n_days_since_1st_ln,n_accommodates_ln,n_accommodates_ln2,n_accommodates_2,f_has_1_review_monthly,f_review_scores_rating,f_number_of_reviews,f_sales_365,f_sales_90,f_sales_60,f_sales_30,f_min_nights,f_beds,f_bedrooms,f_bathrooms,f_host_listing,flag_n_days_since,f_host_accepts_all
0,1,1,1,0,apartment,4,2,2,2,1,1,1,1,186,0,93.72979250541964,1,0,Vadhana,1,61.809000000000005,1,1,3760,3603,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,4.124048984928431,8.189522110748094,8.23217423638394,1.3862943611198906,1.9218120556728056,64,0,2,1,2,1,1,1,2,3,2,1,1,1,1
0,5,6,1,1,apartment,2,1,1,1,1,0,0,0,0,35,86,1,1.52,Phra Khanong,1,26.07,0,0,689,305,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,3.2607852279454104,5.720311776607412,6.535241271013659,0.6931471805599453,0.4804530139182014,8,1,1,2,0,0,0,0,1,3,1,1,2,0,1
0,1,4,1,0,apartment,3,1,2,1,1,0,0,0,0,18,94,1,0.75,Lak Si,1,29.040000000000003,0,0,719,502,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,3.3686741899565953,6.218600119691729,6.577861357721047,1.0986122886681098,1.206948960812582,27,1,2,2,0,0,0,0,1,3,1,1,1,0,1
0,5,7,1,1,apartment,3,1,1,1,1,0,0,0,274,22,98,1,0.94,Khlong Toei,1.5,28.380000000000003,0,0,701,311,0,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,1,3.3456846717318967,5.739792912179234,6.55250788703459,1.0986122886681098,1.206948960812582,27,1,2,2,3,0,0,0,1,3,1,2,2,0,0
1,3,11,1,1,apartment,3,1,2,1,1,9,29,59,102,31,95,1,1.37,Khlong Toei,1.5,18.579,0,0,677,52,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,2.9220319106240336,3.9512437185814275,6.517671272912275,1.0986122886681098,1.206948960812582,27,1,2,2,1,2,1,1,1,3,1,2,2,0,1
0,2,7,1,1,condominium,3,2,2,30,1,2,2,2,277,2,100,0,0.09,Huai Khwang,2,82.5,0,0,635,358,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,4.412798293340635,5.8805329864007,6.453624998892692,1.0986122886681098,1.206948960812582,27,1,3,2,3,1,1,1,3,3,2,2,2,0,1
0,18,4,1,1,apartment,2,1,1,10,1,0,0,0,0,34,96,1,1.45,Vadhana,1,29.667,0,0,701,288,1,0,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,3.3900353169559634,5.662960480135946,6.55250788703459,0.6931471805599453,0.4804530139182014,8,1,2,2,0,0,0,0,3,3,1,1,2,0,1
0,18,4,1,1,apartment,2,1,1,10,1,0,0,0,0,38,97,1,1.63,Vadhana,1,29.667,0,0,698,232,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,3.3900353169559634,5.44673737166631,6.548219102762372,0.6931471805599453,0.4804530139182014,8,1,2,2,0,0,0,0,3,3,1,1,2,0,1
0,61,8,1,1,apartment,2,1,1,30,1,30,60,90,285,4,80,1,0.17,Vadhana,1,27.555,0,0,712,672,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,3.3161840073351985,6.5102583405231496,6.568077911411976,0.6931471805599453,0.4804530139182014,8,1,1,2,3,3,1,2,3,3,1,1,2,0,1
0,7,2,1,1,apartment,4,1,2,2,1,0,0,0,0,38,92,0,1.68,Ratchathewi,1.5,46.596000000000004,0,0,677,278,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,3.8415147005375307,5.627621113690637,6.517671272912275,1.3862943611198906,1.9218120556728056,64,1,2,2,0,0,0,0,2,3,1,2,2,0,1
0,1,5,1,1,condominium,2,1,1,10,1,1,1,1,185,0,93.72979250541964,0,0,Huai Khwang,1,165,1,1,3760,3603,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,5.10594547390058,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,2,1,1,1,3,3,1,1,1,1,0
0,0,6,1,1,condominium,2,1,1,90,1,1,1,1,1,3,100,0,0.13,Bang Na,1,10.527000000000001,0,0,694,656,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,2.353943385269188,6.486160788944089,6.542471960506805,0.6931471805599453,0.4804530139182014,8,1,3,2,0,1,1,1,3,3,1,1,1,0,0
1,7,7,1,1,apartment,3,1,2,2,1,22,22,22,207,47,95,1,1.99,Khlong Toei,1.5,44.88,0,0,707,84,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,3.803992261214441,4.430816798843313,6.561030665896573,1.0986122886681098,1.206948960812582,27,1,2,2,2,1,1,1,2,3,1,2,2,0,1
0,62,2,1,1,apartment,3,1,1,25,1,0,0,0,0,43,94,0,1.85,Thon buri,1.5,19.767,0,0,698,326,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,2.9840138805997927,5.786897381366708,6.548219102762372,1.0986122886681098,1.206948960812582,27,1,2,2,0,0,0,0,3,3,1,2,2,0,0
0,1,2,1,0,condominium,2,1,1,3,1,1,1,1,275,3,93,0,0.13,Khlong Toei,1,33,0,0,707,261,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,3.4965075614664802,5.564520407322694,6.561030665896573,0.6931471805599453,0.4804530139182014,8,1,2,2,3,1,1,1,3,3,1,1,1,0,1
0,15,8,1,1,apartment,3,1,1,1,1,0,0,0,275,20,87,1,0.99,Huai Khwang,1,31.548000000000002,0,0,608,335,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,3.4515101955357443,5.814130531825066,6.410174881966167,1.0986122886681098,1.206948960812582,27,1,1,2,3,0,0,0,1,3,1,1,2,0,1
0,3,1,1,0,apartment,2,1,1,60,1,1,1,1,275,1,100,0,0.04,Huai Khwang,1,92.4,0,0,709,709,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,1,0,0,1,1,4.526126978647638,6.5638555265321274,6.5638555265321274,0.6931471805599453,0.4804530139182014,8,1,3,2,3,1,1,1,3,3,1,1,2,0,0
0,4,7,1,1,condominium,2,1,1,1,1,0,0,0,275,4,85,1,0.17,Din Daeng,1,804.5070000000001,0,0,696,682,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,6.690229667451141,6.525029657843462,6.54534966033442,0.6931471805599453,0.4804530139182014,8,1,1,2,3,0,0,0,1,3,1,1,2,0,0
0,2,2,1,1,apartment,4,2,2,10,1,1,1,1,275,5,100,0,0.22,Huai Khwang,1.5,24.651,0,0,687,358,1,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,3.2048174676171604,5.8805329864007,6.532334292222349,1.3862943611198906,1.9218120556728056,64,1,3,2,3,1,1,1,3,3,2,2,2,0,1
0,1,7,1,1,Other,4,3,3,2,1,2,2,2,187,0,93.72979250541964,1,0,Pra Wet,2,49.5,1,1,3760,3603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3.901972669574645,8.189522110748094,8.23217423638394,1.3862943611198906,1.9218120556728056,64,0,2,1,2,1,1,1,2,10,3,2,1,1,0
0,2,1,1,0,condominium,3,2,2,3,1,0,0,0,0,1,93.72979250541964,1,0.05,Huai Khwang,1,58.938,0,1,627,627,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,4.076486043920788,6.440946540632921,6.440946540632921,1.0986122886681098,1.206948960812582,27,1,2,2,0,0,0,0,3,3,2,1,2,0,0
0,2,3,1,0,condominium,4,2,2,31,1,0,0,0,0,0,93.72979250541964,1,0,Huai Khwang,2,48.807,1,1,3760,3603,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3.887873745195143,8.189522110748094,8.23217423638394,1.3862943611198906,1.9218120556728056,64,0,2,1,0,0,0,0,3,3,2,2,2,1,0
0,1,2,1,0,apartment,2,1,1,3,1,0,0,0,0,23,93,1,0.97,Suanluang,1,21.45,0,0,711,311,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,0,3.065724645374026,5.739792912179234,6.566672429803241,0.6931471805599453,0.4804530139182014,8,1,2,2,0,0,0,0,3,3,1,1,1,0,1
1,11,9,1,1,condominium,2,1,1,1,1,30,40,49,315,64,98,0,2.78,Vadhana,1,33,0,0,689,87,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,3.4965075614664802,4.465908118654584,6.535241271013659,0.6931471805599453,0.4804530139182014,8,1,2,3,3,2,1,2,1,3,1,1,2,0,1
0,22,8,1,1,condominium,3,1,1,1,1,30,60,90,365,38,93,1,1.61,Khlong Toei,1,58.74,0,0,709,154,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,4.073120925770474,5.0369526024136295,6.5638555265321274,1.0986122886681098,1.206948960812582,27,1,2,2,3,3,1,2,1,3,1,1,2,0,0
0,2,6,1,1,condominium,5,2,3,25,1,1,1,1,186,52,95,0,2.21,Bang Khen,2,47.091,0,0,705,281,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,3.8520818999611794,5.638354669333745,6.558197802812269,1.6094379124341003,2.5902903939802346,125,1,2,3,2,1,1,1,3,10,2,2,2,0,1
0,1,6,1,1,condominium,2,1,1,31,1,0,0,0,0,0,93.72979250541964,0,0,Suanluang,1,23.1,1,1,3760,3603,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3.139832617527748,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,0,0,0,0,3,3,1,1,1,1,0
0,1,5,1,1,Other,4,2,2,1,1,1,1,1,186,0,93.72979250541964,1,0,Wang Thong Lang,2,66,1,1,3760,3603,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4.189654742026425,8.189522110748094,8.23217423638394,1.3862943611198906,1.9218120556728056,64,0,2,1,2,1,1,1,1,3,2,2,1,1,0
0,3,8,1,1,apartment,6,2,2,3,1,0,0,0,185,8,86,0,0.37,Huai Khwang,1.5,42.57,0,0,643,362,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,3.751149779840061,5.8916442118257715,6.466144724237619,1.791759469228055,3.210401995568401,216,1,1,2,2,0,0,0,3,3,2,2,2,0,1
1,2,2,1,0,apartment,2,1,1,3,1,0,0,0,0,3,100,1,0.16,Khlong Toei,1,39.6,0,0,562,353,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,3.6788291182604347,5.8664680569332965,6.331501849893691,0.6931471805599453,0.4804530139182014,8,1,3,2,0,0,0,0,3,3,1,1,2,0,1
0,1,7,1,1,apartment,5,2,3,1,1,0,0,0,274,22,95,0,0.94,Huai Khwang,1,51.579,0,0,701,523,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,3.94311461290582,6.259581464064923,6.55250788703459,1.6094379124341003,2.5902903939802346,125,1,2,2,3,0,0,0,1,10,2,1,1,0,0
1,8,7,1,1,apartment,3,1,1,30,1,30,60,90,365,68,95,1,2.91,Chatu Chak,1,13.992,0,0,700,289,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,1,2.638485737716301,5.666426688112432,6.551080335043404,1.0986122886681098,1.206948960812582,27,1,2,3,3,3,1,2,3,3,1,1,2,0,0
0,0,9,1,1,condominium,2,1,1,2,1,0,0,0,275,0,93.72979250541964,1,0,Khlong Toei,1,46.2,1,1,3760,3603,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,3.832979798087693,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,3,0,0,0,2,3,1,1,1,1,0
0,69,8,1,1,apartment,2,1,1,15,1,17,47,77,291,4,95,1,0.17,Khlong Toei,1,37.257000000000005,0,0,692,607,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,3.617839846634005,6.408528791059498,6.539585955617669,0.6931471805599453,0.4804530139182014,8,1,2,2,3,3,1,1,3,3,1,1,2,0,1
0,2,3,1,0,condominium,4,2,2,30,1,0,0,0,0,0,93.72979250541964,1,0,Huai Khwang,2,115.5,1,1,3760,3603,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,4.749270529961848,8.189522110748094,8.23217423638394,1.3862943611198906,1.9218120556728056,64,0,2,1,0,0,0,0,3,3,2,2,2,1,0
1,12,3,1,1,condominium,2,1,1,2,1,0,0,0,0,33,94,1,1.4,Khlong Toei,1.5,34.65,0,0,705,281,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,0,1,0,3.5452977256359124,5.638354669333745,6.558197802812269,0.6931471805599453,0.4804530139182014,8,1,2,2,0,0,0,0,2,3,1,2,2,0,0
0,1,7,1,1,condominium,2,1,1,60,1,0,0,0,0,0,93.72979250541964,0,0,Chatu Chak,1,28.05,1,1,3760,3603,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,3.3339886319687055,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,0,0,0,0,3,3,1,1,1,1,0
0,92,7,1,1,condominium,4,1,2,1,1,1,1,1,185,3,80,0,0.13,Suanluang,1,23.067,0,0,696,615,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,3.1384030247181536,6.421622267806518,6.54534966033442,1.3862943611198906,1.9218120556728056,64,1,1,2,2,1,1,1,1,3,1,1,2,0,0
0,61,8,1,1,apartment,2,1,1,14,1,0,0,0,212,16,83,1,0.87,Khlong Toei,1,23.1,0,0,551,199,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,3.139832617527748,5.293304824724492,6.311734809152915,0.6931471805599453,0.4804530139182014,8,1,1,2,2,0,0,0,3,3,1,1,2,0,1
0,1,6,1,1,condominium,4,2,2,30,1,3,3,3,188,5,100,1,0.21,Din Daeng,2,82.467,0,0,706,671,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,1,4.412398213319295,6.508769136971682,6.559615237493242,1.3862943611198906,1.9218120556728056,64,1,3,2,2,1,1,1,3,3,2,2,1,0,0
0,61,8,1,1,apartment,2,1,1,10,1,8,8,8,220,20,90,1,1.11,Khlong Toei,1,22.44,0,0,539,16,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,3.110845080654496,2.772588722239781,6.289715570908998,0.6931471805599453,0.4804530139182014,8,1,2,2,2,1,1,1,3,3,1,1,2,0,1
1,5,2,1,0,condominium,2,1,1,3,1,20,31,31,31,6,93,0,0.51,Vadhana,1.5,33,0,0,353,70,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,3.4965075614664802,4.248495242049359,5.8664680569332965,0.6931471805599453,0.4804530139182014,8,1,2,2,0,2,1,1,3,3,1,2,2,0,1
0,1,5,1,1,condominium,2,1,1,1,1,30,60,90,365,1,100,0,0.04,Huai Khwang,1,118.80000000000001,0,0,710,710,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4.777441406928545,6.565264970035361,6.565264970035361,0.6931471805599453,0.4804530139182014,8,1,3,2,3,3,1,2,1,3,1,1,1,0,0
0,1,5,1,1,Other,4,3,2,1,1,0,0,1,1,0,93.72979250541964,1,0,Bang Khae,2.5,693,1,1,3760,3603,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,6.541029999189903,8.189522110748094,8.23217423638394,1.3862943611198906,1.9218120556728056,64,0,2,1,0,1,0,0,1,3,3,3,1,1,0
0,61,8,1,1,condominium,2,1,1,14,1,1,1,1,206,4,85,1,0.33,Khlong Toei,1,22.44,0,0,368,310,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,3.110845080654496,5.736572297479192,5.908082938168931,0.6931471805599453,0.4804530139182014,8,1,1,2,2,1,1,1,3,3,1,1,2,0,1
0,5,9,1,1,condominium,3,1,1,1,1,0,0,0,275,17,95,0,0.72,Suanluang,1,21.945,0,0,709,293,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3.088539323140197,5.680172609017068,6.5638555265321274,1.0986122886681098,1.206948960812582,27,1,2,2,3,0,0,0,1,3,1,1,2,0,1
0,212,7,1,1,apartment,2,1,2,30,1,3,3,3,187,0,93.72979250541964,0,0,Khlong Toei,1,36.333,1,1,3760,3603,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,3.592726419207023,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,2,1,1,1,3,3,1,1,2,1,0
0,1,2,1,0,Other,4,1,1,1,1,0,0,0,185,1,100,1,0.04,Khan Na Yao,1,74.778,0,0,695,695,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,4.314523724072295,6.543911845564792,6.543911845564792,1.3862943611198906,1.9218120556728056,64,1,3,2,2,0,0,0,1,3,1,1,1,0,0
0,94,8,1,1,apartment,4,1,1,1,1,10,10,10,10,8,75,1,0.35,Khlong Toei,1,34.584,0,0,693,189,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,3.543391147365331,5.241747015059643,6.541029999189903,1.3862943611198906,1.9218120556728056,64,1,0,2,0,1,1,1,1,3,1,1,2,0,0
0,1,5,1,0,apartment,4,1,1,1,1,0,0,0,185,0,93.72979250541964,1,0,Thon buri,1,39.6,1,1,3760,3603,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3.6788291182604347,8.189522110748094,8.23217423638394,1.3862943611198906,1.9218120556728056,64,0,2,1,2,0,0,0,1,3,1,1,1,1,0
0,94,8,1,1,apartment,4,1,1,1,1,8,8,8,282,19,82,1,0.84,Ratchathewi,1,12.936,0,0,680,72,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,2.5600141222748056,4.276666119016055,6.522092798170152,1.3862943611198906,1.9218120556728056,64,1,1,2,3,1,1,1,1,3,1,1,2,0,0
1,23,10,1,1,apartment,2,1,1,1,1,0,0,0,0,118,97,1,4.97,Khlong San,1,54.219,0,0,711,287,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,1,0,0,0,1,0,3.993031400521611,5.659482215759621,6.566672429803241,0.6931471805599453,0.4804530139182014,8,1,2,3,0,0,0,0,1,3,1,1,2,0,1
1,12,3,1,1,condominium,2,1,1,2,1,0,0,0,0,29,97,1,1.29,Khlong Toei,1,35.97,0,0,674,190,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,0,3.5826852577075323,5.247024072160486,6.513230110912307,0.6931471805599453,0.4804530139182014,8,1,2,2,0,0,0,0,2,3,1,1,2,0,0
1,15,9,1,1,condominium,2,1,1,1,1,1,1,1,186,38,99,0,1.66,Bang Rak,1,63.888000000000005,0,0,686,116,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,4.157131550320866,4.7535901911063645,6.530877627725885,0.6931471805599453,0.4804530139182014,8,1,3,2,2,1,1,1,1,3,1,1,2,0,1
1,23,10,1,1,apartment,2,1,1,1,1,29,59,89,364,137,98,1,5.77,Thon buri,1,54.219,0,0,711,298,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,0,1,1,0,0,0,1,0,3.993031400521611,5.697093486505405,6.566672429803241,0.6931471805599453,0.4804530139182014,8,1,2,3,3,3,1,2,1,3,1,1,2,0,1
0,7,3,1,0,condominium,2,1,1,28,1,0,0,0,0,1,93.72979250541964,0,0.08,Phra Khanong,1,29.700000000000003,0,1,362,362,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,3.391147045808654,5.8916442118257715,5.8916442118257715,0.6931471805599453,0.4804530139182014,8,1,2,2,0,0,0,0,3,3,1,1,2,0,0
