l_host_is_superhost,n_host_listings_count,n_host_verifications,l_host_has_profile_pic,l_host_identity_verified,f_property_type,n_accommodates,n_bedrooms,n_beds,n_min_nights,l_has_availability,n_sales_30,n_sales_60,n_sales_90,n_sales_365,n_number_of_reviews,n_review_scores_rating,l_instant_bookable,n_reviews_per_month,f_neighbourhood_cleansed,n_bathrooms,usd_price,flag_reviews_per_month,flag_review_scores_rating,n_days_since_1st,n_days_since_last,d_Cleaning_before_checkout,d_Extra_pillows_and_blankets,d_First_aid_kit,d_High_chair,d_Iron,d_Patio_or_balcony,d_Private_entrance,d_Room_darkening_shades,d_Single_level_home,d_Waterfront,d_Window_guards,d_wifi,d_HDTV,d_Dedicated__Workspace,d_Paid__Parking,d_Free__Parking,d_Refrigerator,d_Fitness,d_stove,d_shampoo,d_hot__water,d_Washer,d_air__condition,d_Smart__Lock,d_Dryer,d_Kitchen,d_Oven,d_Children,d_Microwave,d_garden,d_breakfast,d_Bed_linens,d_Bread_maker,d_Building_staff,d_Carbon_monoxide_alarm,d_Coffee_maker,d_Cooking_basics,d_Dishes_and_silverware,d_Elevator,d_Essentials,d_Fire_extinguisher,d_Hangers,d_Heating,d_Host_greets_you,d_Indoor_fireplace,d_Keypad,d_Long_term_stays_allowed,d_Luggage_dropoff_allowed,usd_price_ln,n_days_since_last_ln,n_days_since_1st_ln,n_accommodates_ln,n_accommodates_ln2,n_accommodates_2,f_has_1_review_monthly,f_review_scores_rating,f_number_of_reviews,f_sales_365,f_sales_90,f_sales_60,f_sales_30,f_min_nights,f_beds,f_bedrooms,f_bathrooms,f_host_listing,flag_n_days_since,f_host_accepts_all
0,5,5,1,1,apartment,4,2,2,2,1,30,59,89,278,16,93,0,0.24,Bang Rak,2,132,0,0,2040,1313,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,4.882801922586371,7.180069874302796,7.620705086838262,1.3862943611198906,1.9218120556728056,64,1,2,2,3,3,1,2,2,3,2,2,2,0,0
0,0,7,1,1,condominium,2,1,2,15,1,0,0,0,0,58,93,0,0.8,Phra Khanong,1,14.949,0,0,2165,1202,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2.7046444079673773,7.091742115095153,7.68017564043659,0.6931471805599453,0.4804530139182014,8,1,2,3,0,0,0,0,3,3,1,1,1,0,0
0,14,7,1,1,apartment,2,1,1,2,1,1,1,1,1,26,84,0,0.37,Khlong Toei,1,49.5,0,0,2082,651,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,3.901972669574645,6.478509642208569,7.641084249174914,0.6931471805599453,0.4804530139182014,8,1,1,2,0,1,1,1,2,3,1,1,2,0,1
0,2,5,1,1,apartment,2,1,1,5,1,7,7,7,281,35,89,0,0.49,Ratchathewi,1,41.844,0,0,2132,296,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,3.7339484174815145,5.69035945432406,7.664815785285735,0.6931471805599453,0.4804530139182014,8,1,1,2,3,1,1,1,3,3,1,1,2,0,0
0,4,5,1,1,apartment,2,1,2,2,1,0,0,0,0,57,88,1,0.79,Sathon,1,115.5,0,0,2157,334,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,4.749270529961848,5.811140992976701,7.676473646389156,0.6931471805599453,0.4804530139182014,8,1,1,3,0,0,0,0,2,3,1,1,2,0,1
0,48,7,1,1,condominium,4,1,1,1,1,0,0,0,0,286,92,0,4.04,Lat Krabang,1.5,18.150000000000002,0,0,2123,290,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,2.89867056071086,5.66988092298052,7.660585461703256,1.3862943611198906,1.9218120556728056,64,1,2,3,0,0,0,0,1,3,1,2,2,0,0
1,1,7,1,1,condominium,3,1,2,5,1,18,18,18,45,85,99,0,1.32,Huai Khwang,1,38.511,0,0,1935,285,0,1,1,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0,3.6509439147708993,5.652489180268651,7.5678626054638825,1.0986122886681098,1.206948960812582,27,1,3,3,0,1,1,1,3,3,1,1,1,0,0
0,0,2,1,0,apartment,2,1,2,30,1,30,60,90,365,0,93.72979250541964,0,0,Bang Khae,1,16.5,1,1,3760,3603,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2.803360380906535,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,3,3,1,2,3,3,1,1,1,1,0
0,4,4,1,0,apartment,2,1,1,28,1,0,0,0,0,4,80,0,0.07,Suanluang,1,52.800000000000004,0,0,1841,898,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,3.966511190712216,6.8001700683022,7.518064181233078,0.6931471805599453,0.4804530139182014,8,1,1,2,0,0,0,0,3,3,1,1,2,0,0
0,1,6,1,1,apartment,2,1,1,4,1,0,0,0,275,105,93,0,1.48,Sathon,1,52.470000000000006,0,0,2121,388,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3.9602415776986204,5.961005339623274,7.659642954564682,0.6931471805599453,0.4804530139182014,8,1,2,3,3,0,0,0,3,3,1,1,1,0,0
0,18,5,1,1,apartment,3,1,1,30,1,0,0,0,0,11,96,0,0.16,Din Daeng,1,34.881,0,0,2126,1998,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,3.5519422683545807,7.599901959208498,7.661997558901893,1.0986122886681098,1.206948960812582,27,1,2,2,0,0,0,0,3,3,1,1,2,0,0
0,2,5,1,1,apartment,4,2,2,2,1,2,2,2,2,2,90,0,0.03,Phra Khanong,2,30.657,0,0,1999,1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4228610212981816,7.490529402060711,7.6004023345004,1.3862943611198906,1.9218120556728056,64,1,2,2,0,1,1,1,2,3,2,2,2,0,0
0,4,5,1,1,apartment,4,2,3,1,1,0,0,0,0,76,91,1,1.07,Sathon,2,161.70000000000002,0,0,2134,325,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,5.085742766583062,5.783825182329737,7.665753431861699,1.3862943611198906,1.9218120556728056,64,1,2,3,0,0,0,0,1,10,2,2,2,0,1
0,1,3,1,0,condominium,2,1,1,3,1,3,3,3,3,2,90,0,0.03,Suanluang,2,28.512,0,0,2036,1180,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,3.3503250512883986,7.07326971745971,7.618742377670413,0.6931471805599453,0.4804530139182014,8,1,2,2,0,1,1,1,3,3,1,2,1,0,0
0,1,5,1,1,apartment,6,3,3,180,1,0,0,0,0,16,93,0,0.23,Ratchathewi,3.5,264,0,0,2124,1036,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,5.575949103146316,6.943122422819428,7.66105638236183,1.791759469228055,3.210401995568401,216,1,2,2,0,0,0,0,3,10,3,3,1,0,0
0,27,7,1,1,Other,4,2,2,25,1,2,2,2,2,1,100,1,0.04,Bang Kho laen,2,31.911,0,0,808,808,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,1,0,0,1,1,3.4629507779376376,6.694562058521095,6.694562058521095,1.3862943611198906,1.9218120556728056,64,1,3,2,0,1,1,1,3,3,2,2,2,0,1
1,6,6,1,1,apartment,2,1,1,14,1,1,1,1,185,61,98,0,0.85,Khlong Toei,1,58.773,0,0,2145,333,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,4.073682565774005,5.808142489980444,7.6708948313621175,0.6931471805599453,0.4804530139182014,8,1,2,3,2,1,1,1,3,3,1,1,2,0,1
0,1,6,1,0,condominium,4,2,2,7,1,30,60,90,365,3,100,0,0.04,Vadhana,2,131.67000000000002,0,0,2124,317,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4.880298792368253,5.75890177387728,7.66105638236183,1.3862943611198906,1.9218120556728056,64,1,3,2,3,3,1,2,3,3,2,2,1,0,1
0,1,5,1,1,apartment,2,1,1,3,1,3,3,3,278,1,100,0,0.01,Khlong Toei,1,425.70000000000005,0,0,2137,2137,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,1,6.053734872834107,7.667158255319148,7.667158255319148,0.6931471805599453,0.4804530139182014,8,1,3,2,3,1,1,1,3,3,1,1,1,0,0
0,2,7,1,1,apartment,4,1,1,1,1,0,0,0,0,0,93.72979250541964,0,0,Khlong Toei,1,110.45100000000001,1,1,3760,3603,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4.704571983695669,8.189522110748094,8.23217423638394,1.3862943611198906,1.9218120556728056,64,0,2,1,0,0,0,0,1,3,1,1,2,1,0
0,13,8,1,1,condominium,2,1,1,5,1,0,0,0,275,87,91,0,1.22,Bang Na,1,16.5,0,0,2143,356,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,2.803360380906535,5.87493073085203,7.669961995473577,0.6931471805599453,0.4804530139182014,8,1,2,3,3,0,0,0,3,3,1,1,2,0,0
0,13,8,1,1,condominium,2,1,1,3,1,0,0,0,275,71,88,0,1,Bang Na,1,15.84,0,0,2129,359,1,0,0,0,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,2.7625383863862796,5.883322388488279,7.663407664893479,0.6931471805599453,0.4804530139182014,8,1,1,3,3,0,0,0,3,3,1,1,2,0,0
0,1,1,1,0,apartment,2,1,2,1,0,30,60,90,365,0,93.72979250541964,0,0,Thon buri,1,48.048,1,1,3760,3603,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.8722005112409743,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,3,3,1,2,1,3,1,1,1,1,0
0,1,2,1,0,apartment,2,1,1,1,1,0,0,0,185,1,93.72979250541964,1,0.08,Parthum Wan,1,49.5,0,1,367,367,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,3.901972669574645,5.905361848054571,5.905361848054571,0.6931471805599453,0.4804530139182014,8,1,2,2,2,0,0,0,1,3,1,1,1,0,0
0,2,7,1,1,apartment,4,2,2,1,1,0,0,0,0,1,93.72979250541964,1,0.02,Parthum Wan,2,299.112,0,1,1408,1408,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5.700818085192186,7.249925536717988,7.249925536717988,1.3862943611198906,1.9218120556728056,64,1,2,2,0,0,0,0,1,3,2,2,2,0,0
0,2,5,1,1,apartment,4,2,2,1,1,1,1,1,1,0,93.72979250541964,0,0,Yan na wa,2,99,1,1,3760,3603,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.59511985013459,8.189522110748094,8.23217423638394,1.3862943611198906,1.9218120556728056,64,0,2,1,0,1,1,1,1,3,2,2,2,1,0
0,5,3,1,0,apartment,2,1,1,1,1,0,0,0,0,1,80,0,0.02,Suanluang,1,53.559000000000005,0,0,1397,1397,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,3.9807838499989345,7.242082359256962,7.242082359256962,0.6931471805599453,0.4804530139182014,8,1,1,2,0,0,0,0,1,3,1,1,2,0,1
1,11,9,1,1,apartment,5,1,3,3,1,0,0,0,0,82,92,0,1.2,Ratchathewi,1,32.67,0,0,2048,299,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,3.4864572256129787,5.700443573390687,7.6246189861593985,1.6094379124341003,2.5902903939802346,125,1,2,3,0,0,0,0,3,10,1,1,2,0,1
0,1,6,1,1,apartment,4,2,2,1,1,0,0,0,0,34,95,0,0.49,Khlong Toei,1,178.20000000000002,0,0,2094,891,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,5.182906515036709,6.792344427470809,7.646831391430482,1.3862943611198906,1.9218120556728056,64,1,2,2,0,0,0,0,1,3,2,1,1,0,0
1,10,7,1,1,apartment,3,1,2,1,1,21,27,57,68,228,96,1,3.29,Sathon,1,29.700000000000003,0,0,2079,72,1,1,1,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,1,1,3.391147045808654,4.276666119016055,7.639642287858013,1.0986122886681098,1.206948960812582,27,1,2,3,0,2,1,1,1,3,1,1,2,0,1
0,18,5,1,1,apartment,3,1,1,30,1,0,0,0,0,23,93,0,0.32,Din Daeng,1,29.898,0,0,2127,1957,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,3.3977915885273227,7.579167967396076,7.6624678152002375,1.0986122886681098,1.206948960812582,27,1,2,2,0,0,0,0,3,3,1,1,2,0,0
0,14,7,1,1,apartment,2,1,1,30,1,0,0,0,0,2,100,1,0.04,Khlong Toei,1,55.77,0,0,1524,1334,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,4.021236090401462,7.195937226475569,7.329093736246592,0.6931471805599453,0.4804530139182014,8,1,3,2,0,0,0,0,3,3,1,1,2,0,1
0,1,3,1,0,apartment,3,1,2,2,1,2,2,2,2,3,70,0,0.04,Chatu Chak,1,37.884,0,0,2036,1069,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3.6345288593638547,6.974478911025045,7.618742377670413,1.0986122886681098,1.206948960812582,27,1,0,2,0,1,1,1,2,3,1,1,1,0,0
0,2,6,1,1,apartment,3,1,0,1,1,27,57,87,359,0,93.72979250541964,1,0,Sathon,1,31.35,1,1,3760,3603,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3.4452142670789296,8.189522110748094,8.23217423638394,1.0986122886681098,1.206948960812582,27,0,2,1,3,3,1,1,1,1,1,1,2,1,0
0,1,7,1,1,apartment,3,1,2,1,1,0,0,0,0,0,93.72979250541964,0,0,Thon buri,1,107.283,1,1,3760,3603,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4.675470202788248,8.189522110748094,8.23217423638394,1.0986122886681098,1.206948960812582,27,0,2,1,0,0,0,0,1,3,1,1,1,1,0
0,4,4,1,0,apartment,2,1,2,1,1,0,0,0,0,10,96,0,0.16,Pom Prap Sattru Phai,1,72.60000000000001,0,0,1919,321,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,4.284964921830751,5.771441123130016,7.5595594960077,0.6931471805599453,0.4804530139182014,8,1,2,2,0,0,0,0,1,3,1,1,2,0,1
0,1,5,1,1,apartment,2,1,2,3,1,2,2,2,187,21,85,0,0.36,Chatu Chak,1,18.216,0,0,1773,286,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,2.9023003287614384,5.655991810819852,7.480428306074208,0.6931471805599453,0.4804530139182014,8,1,1,2,2,1,1,1,3,3,1,1,1,0,1
1,1,5,1,1,apartment,2,1,1,3,1,3,3,3,3,13,98,0,0.21,Rat Burana,1,16.5,0,0,1885,109,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,2.803360380906535,4.6913478822291435,7.541683099882111,0.6931471805599453,0.4804530139182014,8,1,2,2,0,1,1,1,3,3,1,1,1,0,0
1,1,7,1,0,apartment,3,1,1,28,1,7,7,7,7,72,96,0,1.02,Bang Rak,1,56.067,0,0,2120,327,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,4.026547404156275,5.7899601708972535,7.659171367666058,1.0986122886681098,1.206948960812582,27,1,2,3,0,1,1,1,3,3,1,1,1,0,1
1,7,3,1,0,apartment,4,2,2,30,1,1,1,1,1,12,98,0,0.19,Khlong San,2,79.2,0,0,1874,898,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,4.37197629882038,6.8001700683022,7.535830462798367,1.3862943611198906,1.9218120556728056,64,1,2,2,0,1,1,1,3,3,2,2,2,0,0
1,15,7,1,1,condominium,6,2,2,2,1,8,8,8,193,20,93,0,0.58,Chatu Chak,2,49.5,0,0,1030,325,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,1,0,3.901972669574645,5.783825182329737,6.937314081223682,1.791759469228055,3.210401995568401,216,1,2,2,2,1,1,1,2,3,2,2,2,0,1
0,1,3,1,0,condominium,2,1,0,5,1,18,48,78,353,3,100,0,0.1,Khlong Toei,1.5,24.75,0,0,937,919,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,3.2088254890146994,6.823286122355687,6.842683282238422,0.6931471805599453,0.4804530139182014,8,1,3,2,3,3,1,1,3,1,1,2,1,0,0
0,1,6,1,1,Other,6,3,3,1,1,2,2,2,2,0,93.72979250541964,0,0,Saphan Sung,3,115.5,1,1,3760,3603,0,0,1,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,4.749270529961848,8.189522110748094,8.23217423638394,1.791759469228055,3.210401995568401,216,0,2,1,0,1,1,1,1,10,3,3,1,1,0
1,1,9,1,1,apartment,2,1,1,2,1,0,0,0,0,15,93,1,0.21,Phra Khanong,1,32.967,0,0,2105,455,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,0,3.4955070611328964,6.12029741895095,7.652070746116482,0.6931471805599453,0.4804530139182014,8,1,2,2,0,0,0,0,2,3,1,1,1,0,1
0,1,2,1,0,apartment,2,1,1,1,0,30,60,90,365,0,93.72979250541964,0,0,Huai Khwang,1,48.642,1,1,3760,3603,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3.884487355233625,8.189522110748094,8.23217423638394,0.6931471805599453,0.4804530139182014,8,0,2,1,3,3,1,2,1,3,1,1,1,1,0
1,43,7,1,1,apartment,2,1,1,200,1,0,0,0,0,17,91,1,0.29,Sathon,1,22.242,0,0,1779,767,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3.1019823933966504,6.642486801367256,7.483806687665835,0.6931471805599453,0.4804530139182014,8,1,2,2,0,0,0,0,3,3,1,1,2,0,0
0,18,5,1,1,apartment,3,1,1,30,1,0,0,0,0,42,91,0,0.6,Din Daeng,1,29.898,0,0,2113,444,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,3.3977915885273227,6.095824562432225,7.655864017616056,1.0986122886681098,1.206948960812582,27,1,2,2,0,0,0,0,3,3,1,1,2,0,0
0,18,5,1,1,apartment,3,1,2,1,1,0,0,0,0,167,93,0,2.39,Din Daeng,1,21.945,0,0,2091,692,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3.088539323140197,6.539585955617669,7.645397699428633,1.0986122886681098,1.206948960812582,27,1,2,3,0,0,0,0,1,3,1,1,2,0,0
1,2,6,1,1,condominium,3,1,1,14,1,1,1,1,1,79,96,0,1.15,Phaya Thai,1.5,31.020000000000003,0,0,2056,293,0,1,1,0,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,1,1,3.4346321577483927,5.680172609017068,7.628517626575055,1.0986122886681098,1.206948960812582,27,1,2,3,0,1,1,1,3,3,1,2,2,0,0
0,48,7,1,1,apartment,4,1,1,1,1,30,60,90,365,195,91,0,2.8,Lat Krabang,1,18.150000000000002,0,0,2087,377,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,2.89867056071086,5.932245187448011,7.643482907077201,1.3862943611198906,1.9218120556728056,64,1,2,3,3,3,1,2,1,3,1,1,2,0,0
0,0,6,1,1,condominium,4,1,1,1,1,1,1,1,276,1,80,1,0.02,Khlong San,1,20.757,0,0,1234,1234,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,1,0,3.032883539184784,7.1180162044653335,7.1180162044653335,1.3862943611198906,1.9218120556728056,64,1,1,2,3,1,1,1,1,3,1,1,1,0,1
1,3,7,1,1,condominium,3,1,2,5,1,30,39,39,62,57,98,1,0.89,Vadhana,1.5,29.37,0,0,1924,116,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,0,0,1,0,3.379973745210529,4.7535901911063645,7.562161631225652,1.0986122886681098,1.206948960812582,27,1,2,3,0,2,1,2,3,3,1,2,2,0,0
0,4,4,1,0,apartment,2,1,2,4,1,0,0,0,0,6,100,0,0.1,Pom Prap Sattru Phai,1,72.60000000000001,0,0,1866,348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.284964921830751,5.8522024797744745,7.531552381407289,0.6931471805599453,0.4804530139182014,8,1,3,2,0,0,0,0,3,3,1,1,2,0,1
0,4,4,1,0,apartment,2,1,2,1,1,0,0,0,0,6,80,0,0.1,Pom Prap Sattru Phai,1,72.60000000000001,0,0,1828,1549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.284964921830751,7.3453648404168685,7.510977752014095,0.6931471805599453,0.4804530139182014,8,1,1,2,0,0,0,0,1,3,1,1,2,0,1
0,2,5,1,1,condominium,3,2,2,7,1,1,1,1,276,11,100,0,0.17,Yan na wa,2,148.5,0,0,1939,690,0,1,0,0,1,1,0,0,1,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,5.000584958242754,6.536691597591305,7.569927655242652,1.0986122886681098,1.206948960812582,27,1,3,2,3,1,1,1,3,3,2,2,2,0,0
0,2,6,1,1,apartment,3,2,2,5,1,4,4,4,4,0,93.72979250541964,0,0,Chatu Chak,2,49.797000000000004,1,1,3760,3603,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3.9079547412521922,8.189522110748094,8.23217423638394,1.0986122886681098,1.206948960812582,27,0,2,1,0,1,1,1,3,3,2,2,2,1,0
